"","7","8","9","10","11","12","14","18","20","22","24","29","30","33","39","45","47","50","51","56","58","59","60","61","62","65","67","69","74","77","79","82","83","85","86","87","88","89","90","91","92","93","95","96","97","98","99","100","101","103","104","105","107","108","109","110","111","113","114","115","117","118","124","125","127","131","132","133","134","135","140","141","143","146"
"7",0,1,1,1,1,1,1,1,1,0.166666666666667,0,0,1,0.75,1,1,1,1,0.12,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971428571428571,1,1,0,0.857142857142857,0.833333333333333,0.111111111111111,1,1,1,1,1,1,1,1,1,1,0,1,0.636363636363636,0.666666666666667,1,1,1,1,0.933333333333333,1,1,1,0,1,0,0,1,0,1,1
"8",1,0,0.416666666666667,0.0833333333333333,0.416666666666667,0.5,0.416666666666667,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.916666666666667,1,0.583333333333333,0.0833333333333333,0.916666666666667,0.416666666666667,1,1,0.555555555555556,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.438405797101449,0.416666666666667,0.416666666666667,0.430952380952381,0.416666666666667,0.472222222222222,1,0.488095238095238,0.583333333333333,0.944444444444444,0.5,0.622549019607843,0.714285714285714,0.666666666666667,0.5,0.416666666666667,0.666666666666667,0.416666666666667,0.5,0.5,1,0.5,0.734848484848485,0.833333333333333,0.5,0.666666666666667,1,0.5,0.45,0.416666666666667,0.416666666666667,0.416666666666667,1,0.666666666666667,1,1,0.583333333333333,1,0.488095238095238,1
"9",1,0.416666666666667,0,0.5,0,0.5,0,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,0.458333333333333,0.5,0.5,0,1,1,0.555555555555556,0.25,0,0,0,0,0.0434782608695652,0,0.1,0.0285714285714286,0.25,0.111111111111111,1,0.428571428571428,0.583333333333333,0.944444444444444,0.5,0.411764705882353,0.714285714285714,0.666666666666667,0.5,0.363636363636364,0.666666666666667,0.375,0.5,0.5,1,0.5,0.727272727272727,0.833333333333333,0.5,0.666666666666667,1,0.5,0.0666666666666667,0,0,0,1,0.5,1,1,0.5,1,0.142857142857143,1
"10",1,0.0833333333333333,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.666666666666667,0,1,0.5,1,1,0.555555555555556,0.5,0.5,0.5,0.5,0.5,0.521739130434783,0.5,0.5,0.514285714285714,0.5,0.555555555555556,1,0.571428571428571,0.583333333333333,0.944444444444444,0.5,0.705882352941176,0.714285714285714,0.666666666666667,0.5,0.5,0.666666666666667,0.5,0.5,0.5,1,0.5,0.818181818181818,0.833333333333333,0.5,0.666666666666667,1,0.5,0.533333333333333,0.5,0.5,0.5,1,0.75,1,1,0.666666666666667,1,0.571428571428571,1
"11",1,0.416666666666667,0,0.5,0,0.5,0,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,0.458333333333333,0.5,0.5,0,1,1,0.555555555555556,0.25,0,0,0,0,0.0434782608695652,0,0.1,0.0285714285714286,0.25,0.111111111111111,1,0.428571428571428,0.583333333333333,0.944444444444444,0.5,0.411764705882353,0.714285714285714,0.666666666666667,0.5,0.363636363636364,0.666666666666667,0.375,0.5,0.5,1,0.5,0.727272727272727,0.833333333333333,0.5,0.666666666666667,1,0.5,0.0666666666666667,0,0,0,1,0.5,1,1,0.5,1,0.142857142857143,1
"12",1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.833333333333333,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.625,0.5,1,0.5,1,1,0.555555555555556,0.25,0.5,0.5,0.5,0.5,0.521739130434783,0.5,0.4,0.514285714285714,0.333333333333333,0.444444444444444,1,0.285714285714286,0.5,0.888888888888889,0,0.705882352941176,0.428571428571429,0.333333333333333,0.5,0.181818181818182,0.333333333333333,0.25,0,0,1,0,0.818181818181818,0.833333333333333,0.5,0.666666666666667,1,0.5,0.533333333333333,0.5,0.5,0.5,1,0.75,1,1,0.666666666666667,1,0.571428571428571,1
"14",1,0.416666666666667,0,0.5,0,0.5,0,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,0.458333333333333,0.5,0.5,0,1,1,0.555555555555556,0.25,0,0,0,0,0.0434782608695652,0,0.1,0.0285714285714286,0.25,0.111111111111111,1,0.428571428571428,0.583333333333333,0.944444444444444,0.5,0.411764705882353,0.714285714285714,0.666666666666667,0.5,0.363636363636364,0.666666666666667,0.375,0.5,0.5,1,0.5,0.727272727272727,0.833333333333333,0.5,0.666666666666667,1,0.5,0.0666666666666667,0,0,0,1,0.5,1,1,0.5,1,0.142857142857143,1
"18",1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0.583333333333333,0.5,1,0.5,1,1,0.111111111111111,0.5,0.5,0.5,0.5,0.5,0.521739130434783,0.5,0.5,0.514285714285714,0.416666666666667,0.555555555555556,1,0.571428571428571,0.25,0.944444444444444,0.5,0.705882352941176,0.714285714285714,0.666666666666667,0,0.454545454545454,0.666666666666667,0.375,0.5,0.5,1,0.5,0.727272727272727,0.666666666666667,0,0.333333333333333,1,0,0.533333333333333,0.5,0.5,0.5,1,0.75,1,1,0.5,1,0.571428571428571,1
"20",1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0.583333333333333,0.5,1,0.5,1,1,0.111111111111111,0.5,0.5,0.5,0.5,0.5,0.521739130434783,0.5,0.5,0.514285714285714,0.416666666666667,0.555555555555556,1,0.571428571428571,0.25,0.944444444444444,0.5,0.705882352941176,0.714285714285714,0.666666666666667,0,0.454545454545454,0.666666666666667,0.375,0.5,0.5,1,0.5,0.727272727272727,0.666666666666667,0,0.333333333333333,1,0,0.533333333333333,0.5,0.5,0.5,1,0.75,1,1,0.5,1,0.571428571428571,1
