germavg,seedavg,smavg,lgavg,canavg,canse,germse,lgse,seedse,smse,Urban
4.888888888888888,0.48,0.08148148148148149,0.02962962962962963,0.08888888888888889,0.03235148772562932,1.4207911539788731,0.014648038602753809,0.23757160700802582,0.02983620635591518,rural
6.71111111111111,0.96,0.13333333333333333,0.037037037037037035,0.1037037037037037,0.03202071274462438,1.3692455007051878,0.024450641625283567,0.35024823411882566,0.04179499310101613,rural
2.8,0.8,0.07407407407407407,0.014814814814814815,0.07407407407407407,0.029043399084173853,0.8196589510399436,0.010436494549594376,0.24522281335128562,0.027073247142687686,rural
0.7555555555555555,0.6799999999999999,0.3037037037037037,0.06666666666666667,0.06666666666666667,0.023977140393934088,0.24781335963272086,0.02618132122303932,0.1927825216951499,0.057853701303012255,rural
2.177777777777778,0.24,0.26666666666666666,0.014814814814814815,0.11851851851851852,0.03163475192294538,0.7793540057625539,0.010436494549594376,0.13763096264719882,0.09118105958705713,rural
2.3555555555555556,0.4,0.5185185185185185,0,0.06666666666666667,0.023977140393934088,0.6797608484824185,0,0.20982575065416514,0.35421365535164434,urban
0.7111111111111111,0.4,0.16296296296296298,0.037037037037037035,0.06666666666666667,0.021548664505181805,0.3029004194235666,0.016314377626726044,0.16709118195538722,0.04726623535557377,urban
0.35555555555555557,1.08,0.02962962962962963,0.007407407407407408,0.13333333333333333,0.04309732901036361,0.1514502097117833,0.007407407407407408,0.9240761757146919,0.014648038602753809,urban
10.80952380952381,0.4714285714285714,0.015873015873015872,0.06349206349206349,0.1111111111111111,0.042497017220778435,9.570913039895073,0.04471572536294351,0.18316697158672612,0.011178931340735878,urban
2.6666666666666665,0.08,0.24444444444444444,0.037037037037037035,0.05185185185185185,0.024248844708749894,1.2146152541396487,0.016314377626726044,0.056378395595590394,0.08888888888888888,urban
